#next line: numberOfColumns,numberOfRows,dataType
6,19317,dump
#
# used SQL: SELECT gp,pts,reb,asts,fgm,ftm FROM nba.player_regular_season WHERE (gp IS NOT NULL) AND (pts IS NOT NULL) AND (reb IS NOT NULL) AND (asts IS NOT NULL) AND (fgm IS NOT NULL) AND (ftm IS NOT NULL) AND NOT team='TOT'
#
0.7752809,0.25688756,0.11167985,0.45189002,0.22855353,0.28214285
0.7752809,0.21072227,0.08515589,0.41237113,0.17845961,0.26666668
0.31460676,0.0466617,0.013494649,0.08161512,0.041953664,0.029761905
0.2247191,0.028294863,0.010237319,0.05756014,0.02316844,0.030952381
0.6853933,0.089104,0.04932527,0.038659792,0.09142142,0.060714286
0.8426966,0.110201046,0.076779895,0.058419243,0.117094554,0.06666667
0.752809,0.106229834,0.061423916,0.045532648,0.11396368,0.067857146
0.8764045,0.16281956,0.11121452,0.093642615,0.17470257,0.08809524
0.58426964,0.042442292,0.041879945,0.025773196,0.048215404,0.020238096
0.4494382,0.03176967,0.020939972,0.029209621,0.03068253,0.026190476
0.85393256,0.120377265,0.100511864,0.20446736,0.11083281,0.15595238
0.38202247,0.06453214,0.03769195,0.09707904,0.06011271,0.08095238
0.8988764,0.25390917,0.13122383,0.32646048,0.2366938,0.31785715
0.8876405,0.20079423,0.10656119,0.35481098,0.20601127,0.1797619
0.8426966,0.12434848,0.073057234,0.2525773,0.13400126,0.086904764
0.60674155,0.045172498,0.032107957,0.048109967,0.040075142,0.06428572
0.123595506,0.028294863,0.01209865,0.03006873,0.026925486,0.033333335
0.19101124,0.007446016,0.0065146578,0.0068728523,0.008140263,0.004761905
0.30337077,0.043435097,0.0255933,0.05927835,0.041953664,0.048809525
0.83146065,0.06850335,0.06375058,0.04467354,0.061991233,0.08095238
0.33707866,0.017125838,0.009771987,0.006013746,0.013775829,0.023809524
0.123595506,0.003723008,0.0018613308,0.0034364262,0.0031308704,0.005952381
0.14606741,0.00893522,0.0041879946,0.0034364262,0.0100187855,0.0011904762
0.56179774,0.23703152,0.115867846,0.14089347,0.23857233,0.2
0.8988764,0.49118888,0.23638901,0.28522336,0.4802755,0.5107143
0.8764045,0.5783073,0.21824104,0.30756015,0.579211,0.5535714
0.8876405,0.51005214,0.2219637,0.21391752,0.49718222,0.52380955
0.8202247,0.4144949,0.20707306,0.29123712,0.4182843,0.37857142
0.8876405,0.51030034,0.19869708,0.21821305,0.49279898,0.5107143
0.85393256,0.47952345,0.2019544,0.23883161,0.46712586,0.46190476
0.48314607,0.23653512,0.109353185,0.16237113,0.23356293,0.21190476
0.39325842,0.1384959,0.07026524,0.07646048,0.13337508,0.13095239
0.8651685,0.2727724,0.14192648,0.124570444,0.27426425,0.22857143
0.8651685,0.2740134,0.17403443,0.119415805,0.2629931,0.2857143
0.83146065,0.21121867,0.10981852,0.10824742,0.21227302,0.18809524
0.56179774,0.12484487,0.070730574,0.09020618,0.117094554,0.11785714
0.42696628,0.102506824,0.053978596,0.08934708,0.102066375,0.05952381
0.101123594,0.016133035,0.0069799908,0.012886598,0.008766437,0.033333335
0.58426964,0.05435592,0.026058631,0.074742265,0.049467754,0.06666667
0.8876405,0.19632663,0.0995812,0.21563573,0.22354415,0.08571429
0.78651685,0.09530901,0.053978596,0.13917525,0.1039449,0.054761905
0.83146065,0.24100272,0.12470917,0.3427835,0.26236695,0.1404762
0.8876405,0.21221146,0.109353185,0.34793815,0.22103944,0.14642857
0.78651685,0.26135516,0.11261052,0.34364262,0.25673136,0.17619048
0.8988764,0.3152147,0.115867846,0.43213058,0.3018159,0.18809524
0.49438202,0.17721519,0.07166124,0.18470791,0.16969317,0.13571429
0.30337077,0.14072971,0.046998605,0.16065292,0.13087039,0.108333334
0.83146065,0.33308512,0.15169847,0.38917527,0.31684408,0.2642857
0.8876405,0.22089848,0.0953932,0.24484536,0.21102066,0.13571429
0.8988764,0.19458923,0.06886924,0.17353952,0.18722604,0.12857144
0.8876405,0.23504591,0.0995812,0.22336769,0.21102066,0.14642857
0.752809,0.15040953,0.060958587,0.15463917,0.14026299,0.092857145
0.8202247,0.14172252,0.050721265,0.18041237,0.12147777,0.125
0.49438202,0.06254654,0.074453235,0.0154639175,0.062617406,0.061904762
0.5505618,0.047654506,0.055839926,0.021477664,0.05197245,0.030952381
0.39325842,0.02779846,0.026523964,0.012027492,0.028804008,0.023809524
0.011235955,9.928022E-4,0.0018613308,8.5910654E-4,6.261741E-4,0.0023809525
0.7078652,0.12484487,0.0995812,0.06357388,0.13587977,0.07976191
0.6966292,0.08116158,0.074453235,0.033505153,0.090169065,0.041666668
0.8202247,0.12360387,0.11865984,0.05412371,0.12899186,0.086904764
0.9101124,0.21345247,0.17403443,0.121993124,0.23231058,0.12857144
0.46067417,0.060560934,0.054443926,0.038659792,0.061991233,0.048809525
0.64044946,0.057086125,0.12982783,0.018900344,0.05698184,0.057142857
0.21348314,0.007694217,0.023266636,0.0017182131,0.007514089,0.008333334
0.6966292,0.14023331,0.1451838,0.020618556,0.15090795,0.098809525
0.8426966,0.33507073,0.26663566,0.104811,0.35128367,0.2702381
0.8202247,0.0935716,0.12563983,0.030927835,0.10081403,0.065476194
0.66292137,0.041697692,0.019543974,0.103951894,0.039448965,0.01904762
0.8876405,0.14321172,0.057235923,0.21821305,0.12147777,0.11309524
0.24719101,0.080168776,0.04606794,0.1185567,0.06950532,0.065476194
0.40449437,0.04095309,0.021870637,0.060996562,0.037570443,0.029761905
0.39325842,0.06478034,0.03443462,0.10223368,0.060738884,0.04404762
0.31460676,0.020352446,0.019543974,0.04982818,0.017532874,0.020238096
0.25842696,0.012906428,0.011633318,0.030927835,0.011271133,0.014285714
0.16853933,0.012161827,0.013494649,0.03178694,0.0100187855,0.010714286
0.41573033,0.039712086,0.029315962,0.018041236,0.038822792,0.039285716
0.29213482,0.11367585,0.037226617,0.03522337,0.11083281,0.10714286
0.6179775,0.1362621,0.06886924,0.07388316,0.13963681,0.11666667
0.7303371,0.12980889,0.05490926,0.06786942,0.1208516,0.1404762
0.06741573,0.004219409,0.0055839927,8.5910654E-4,0.0043832185,0.0035714286
0.033707865,4.964011E-4,0.0013959982,8.5910654E-4,6.261741E-4,0.0
0.8876405,0.14619012,0.15635179,0.02749141,0.1521603,0.12261905
0.7977528,0.20079423,0.19543974,0.079896905,0.21540388,0.13214286
0.76404494,0.14941673,0.14332248,0.05670103,0.1665623,0.08095238
0.5505618,0.12459668,0.13541181,0.05154639,0.14402004,0.042857144
0.15730338,0.009928022,0.013494649,0.005154639,0.011271133,0.004761905
0.30337077,0.014643832,0.010702653,0.01975945,0.013149655,0.01904762
0.08988764,0.0017374038,0.0013959982,0.0077319588,0.0018785222,0.0011904762
0.6292135,0.089104,0.032107957,0.07130584,0.09079524,0.058333334
0.4494382,0.041697692,0.011633318,0.033505153,0.039448965,0.041666668
0.37078652,0.037478283,0.011167985,0.018900344,0.03694427,0.030952381
0.41573033,0.07446016,0.1251745,0.01975945,0.075140886,0.06904762
0.29213482,0.011913626,0.026058631,0.008591065,0.008766437,0.023809524
0.4494382,0.02680566,0.011633318,0.04209622,0.022542266,0.030952381
0.8988764,0.19707124,0.098185204,0.29381442,0.19160926,0.21666667
0.6741573,0.10747083,0.070730574,0.13831615,0.11145899,0.09166667
0.8876405,0.2680566,0.118194506,0.28608248,0.27614278,0.23571429
0.8876405,0.30702406,0.12982783,0.36597937,0.34251723,0.17023809
0.7977528,0.3147183,0.13541181,0.32130584,0.32936758,0.25714287
0.6179775,0.2712832,0.11493718,0.27405497,0.27739513,0.24642856
0.101123594,0.04144949,0.014425314,0.045532648,0.042579837,0.036904763
0.8426966,0.27773643,0.0995812,0.30670103,0.28866625,0.2345238
0.8651685,0.28270042,0.11679851,0.34793815,0.29555416,0.23214285
0.85393256,0.2283445,0.10656119,0.30927834,0.23356293,0.20714286
0.33707866,0.038967486,0.021405306,0.03780069,0.04320601,0.022619048
0.123595506,0.012906428,0.017682644,0.0042955326,0.013775829,0.00952381
0.8876405,0.19036981,0.19776641,0.04639175,0.20976831,0.11547619
0.49438202,0.047406305,0.055374593,0.013745705,0.05197245,0.029761905
0.23595506,0.027550261,0.021870637,0.006013746,0.03068253,0.0154761905
0.14606741,0.020600645,0.0241973,0.009450172,0.021916093,0.0154761905
0.58426964,0.066021346,0.06514658,0.01718213,0.07576706,0.027380953
0.66292137,0.060064532,0.055374593,0.013745705,0.06700063,0.033333335
0.26966292,0.019111441,0.031642623,0.012886598,0.020663744,0.013095238
0.5280899,0.06478034,0.059562586,0.02491409,0.077645585,0.014285714
0.06741573,0.004219409,0.0032573289,0.0,0.0050093927,0.0011904762
0.6966292,0.058327127,0.06421591,0.01975945,0.06637445,0.027380953
0.9101124,0.273517,0.15169847,0.18041237,0.24420789,0.24404761
0.9101124,0.39761728,0.18799442,0.3049828,0.352536,0.40714285
0.5505618,0.21245967,0.09865054,0.15292096,0.18973075,0.20952381
0.9101124,0.4489948,0.16705444,0.2646048,0.40200377,0.4202381
0.9101124,0.44825017,0.1991624,0.32130584,0.39323732,0.41428572
0.76404494,0.3730454,0.1451838,0.23281787,0.33187225,0.2547619
0.5168539,0.24894515,0.10144253,0.14089347,0.2197871,0.21190476
0.31460676,0.17622238,0.075849235,0.14604811,0.154665,0.16428572
0.6179775,0.3194341,0.13308516,0.23024055,0.2798998,0.29166666
0.8651685,0.4633904,0.16147046,0.24828179,0.4007514,0.45
0.8651685,0.48523206,0.15449046,0.24570447,0.42642453,0.3857143
0.60674155,0.3608836,0.11493718,0.19587629,0.3162179,0.33214286
0.80898875,0.3159593,0.12470917,0.19329897,0.27489042,0.2559524
0.85393256,0.122114666,0.10283853,0.05498282,0.11521603,0.13333334
0.56179774,0.091586,0.051651932,0.05756014,0.08077645,0.11904762
0.35955057,0.094068006,0.057701256,0.048109967,0.08328115,0.125
0.83146065,0.12261107,0.078175895,0.09793814,0.10582342,0.16428572
0.06741573,0.003226607,0.0065146578,0.0034364262,0.0025046964,0.005952381
0.39325842,0.016629437,0.020939972,0.008591065,0.010644959,0.039285716
0.02247191,7.4460165E-4,4.653327E-4,0.0,6.261741E-4,0.0011904762
0.23595506,0.014643832,0.030246627,0.021477664,0.014402004,0.0154761905
0.08988764,0.003226607,9.306654E-4,0.0025773195,0.0025046964,0.004761905
0.7078652,0.07421196,0.101907864,0.028350515,0.075140886,0.0702381
0.80898875,0.11218665,0.14053048,0.0524055,0.12398247,0.065476194
0.011235955,0.0,0.0018613308,0.0,0.0,0.0
0.29213482,0.014892032,0.010702653,0.06013746,0.0169067,0.0035714286
0.40449437,0.019111441,0.014425314,0.058419243,0.018785222,0.010714286
0.5505618,0.043931495,0.033503957,0.122852236,0.041327488,0.021428572
0.5168539,0.0908414,0.0497906,0.16494845,0.0870382,0.04404762
0.9101124,0.20799206,0.10516519,0.31958762,0.17971195,0.12261905
0.8876405,0.2819558,0.12982783,0.44158074,0.25234815,0.22738095
0.6966292,0.18888062,0.11865984,0.36512026,0.17532875,0.11785714
0.9101124,0.2692976,0.13122383,0.3814433,0.23919849,0.15476191
0.8202247,0.24050634,0.12098651,0.33676976,0.22792736,0.11666667
0.011235955,4.964011E-4,9.306654E-4,0.0,6.261741E-4,0.0
0.30337077,0.019111441,0.0241973,0.0077319588,0.018159049,0.022619048
0.8876405,0.20749566,0.1237785,0.08161512,0.19160926,0.2654762
0.9101124,0.16133036,0.12470917,0.06357388,0.14840326,0.20952381
0.5955056,0.043435097,0.050721265,0.02491409,0.0338134,0.07976191
0.5505618,0.024571855,0.03583062,0.018041236,0.02316844,0.029761905
0.5955056,0.08413999,0.14099582,0.028350515,0.07576706,0.11547619
0.33707866,0.009928022,0.0241973,0.0025773195,0.007514089,0.017857144
0.101123594,0.003971209,0.0130293155,8.5910654E-4,0.0037570444,0.004761905
0.0,0.0,0.0,0.0,0.0,0.0
0.16853933,0.00446761,0.0055839927,0.0,0.0050093927,0.0023809525
0.39325842,0.051377513,0.03257329,0.02749141,0.046963055,0.039285716
0.17977528,0.024323653,0.014890647,0.018041236,0.02316844,0.022619048
0.85393256,0.1811864,0.07771056,0.101374574,0.17470257,0.19404761
0.39325842,0.08538099,0.048859935,0.038659792,0.07701941,0.11666667
0.8988764,0.24993795,0.11865984,0.14089347,0.2510958,0.24285714
0.35955057,0.033010673,0.032107957,0.02491409,0.034439575,0.027380953
0.9101124,0.23752792,0.23871568,0.06786942,0.23731998,0.23571429
0.9101124,0.279722,0.3145649,0.0524055,0.28804007,0.24642856
0.66292137,0.1312981,0.1735691,0.020618556,0.13713212,0.108333334
0.4494382,0.053114917,0.11028385,0.010309278,0.0532248,0.052380953
0.28089887,0.017374039,0.034899954,0.0025773195,0.0169067,0.01904762
0.0,0.0019856044,0.0027919963,8.5910654E-4,0.0025046964,0.0
0.9101124,0.23454952,0.43787807,0.067010306,0.24358171,0.19880952
0.85393256,0.121866465,0.265705,0.043814432,0.12586099,0.104761906
0.56179774,0.03673368,0.08748255,0.014604811,0.03569192,0.04047619
0.505618,0.01340283,0.04653327,0.008591065,0.015028178,0.007142857
0.9101124,0.079920575,0.20846905,0.029209621,0.08140263,0.07380953
0.5505618,0.021841649,0.05490926,0.012886598,0.022542266,0.01904762
0.25842696,0.01787044,0.035365287,0.006013746,0.015654352,0.026190476
0.6516854,0.07570117,0.12750116,0.02749141,0.07138384,0.09166667
0.78651685,0.060312733,0.13866915,0.03006873,0.056355666,0.075
0.74157304,0.12732688,0.1907864,0.060996562,0.119599245,0.15595238
0.3483146,0.039960288,0.07212657,0.005154639,0.035065748,0.058333334
0.04494382,0.0014892033,0.0041879946,0.0,0.0012523482,0.0023809525
0.19101124,0.006453214,0.0051186597,0.014604811,0.0043832185,0.014285714
0.38202247,0.033507075,0.020474639,0.026632302,0.027551658,0.05595238
0.02247191,0.0014892033,0.0018613308,0.0034364262,0.0012523482,0.0023809525
0.24719101,0.019607844,0.01721731,0.013745705,0.011897308,0.048809525
0.04494382,0.0017374038,0.0051186597,0.0034364262,6.261741E-4,0.005952381
0.8651685,0.28518242,0.3983248,0.0790378,0.2899186,0.2654762
0.6853933,0.1384959,0.21405305,0.05670103,0.1377583,0.1404762
0.47191012,0.029784065,0.013494649,0.069587626,0.02943018,0.030952381
0.5730337,0.056341525,0.028850628,0.07302406,0.055103317,0.060714286
0.7303371,0.19111443,0.087017216,0.19501719,0.14965561,0.32738096
0.41573033,0.10151403,0.050721265,0.124570444,0.07827176,0.16428572
0.7078652,0.2680566,0.12005584,0.18900344,0.23606762,0.32261905
0.9101124,0.3149665,0.16891578,0.25859106,0.2586099,0.40714285
0.7752809,0.18788782,0.08794788,0.185567,0.154665,0.21190476
0.8426966,0.26234797,0.12284783,0.2792096,0.2222918,0.275
0.56179774,0.17225118,0.084690556,0.19587629,0.14402004,0.1845238
0.5168539,0.10722264,0.059562586,0.122852236,0.09517846,0.083333336
0.21348314,0.05361132,0.038622614,0.045532648,0.042579837,0.07261905
0.24719101,0.033010673,0.027919963,0.041237112,0.025046963,0.03809524
0.5505618,0.099032015,0.052582595,0.114261165,0.07889793,0.11071429
0.30337077,0.03499628,0.0241973,0.03780069,0.02943018,0.033333335
0.04494382,0.0052122115,9.306654E-4,0.0025773195,0.0043832185,0.008333334
0.16853933,0.0052122115,0.0065146578,0.0025773195,0.0031308704,0.013095238
0.11235955,0.0052122115,0.007910656,0.0017182131,0.0043832185,0.005952381
0.23595506,0.015140234,0.006049325,0.005154639,0.015654352,0.013095238
0.29213482,0.016381236,0.0055839927,0.008591065,0.016280526,0.016666668
0.2247191,0.015636634,0.020939972,0.012886598,0.015028178,0.017857144
0.7078652,0.111690246,0.059097253,0.17439863,0.117094554,0.086904764
0.60674155,0.2300819,0.10516519,0.38573882,0.2316844,0.21428572
0.9101124,0.38173243,0.14983714,0.6735395,0.36067626,0.41190475
0.7977528,0.31447008,0.11633318,0.58419245,0.25735754,0.41428572
0.41573033,0.14321172,0.047463935,0.28178695,0.12899186,0.1297619
0.33707866,0.11739886,0.046998605,0.21219932,0.089542896,0.1797619
0.9101124,0.356416,0.16891578,0.5017182,0.30369443,0.39761904
0.16853933,0.044427898,0.018147975,0.085910656,0.040075142,0.048809525
0.49438202,0.14072971,0.062354583,0.21048109,0.12773952,0.13333334
0.37078652,0.10225862,0.04792927,0.16580756,0.10081403,0.1
0.9101124,0.28518242,0.10469986,0.36082473,0.27175954,0.23333333
0.35955057,0.061057333,0.033969287,0.11512028,0.055103317,0.0702381
0.8426966,0.1814346,0.1279665,0.34621993,0.19536631,0.11666667
0.24719101,0.034499876,0.020939972,0.0661512,0.03819662,0.01904762
0.41573033,0.05783073,0.040483948,0.103951894,0.06386976,0.03452381
0.48314607,0.06502854,0.03769195,0.10738832,0.07075767,0.041666668
0.42696628,0.048399106,0.038622614,0.08419244,0.0507201,0.03214286
0.033707865,0.0019856044,0.0023266636,0.0042955326,0.0025046964,0.0
0.13483146,0.004219409,0.0055839927,8.5910654E-4,0.0050093927,0.0011904762
0.5730337,0.11491685,0.13122383,0.05670103,0.11396368,0.11785714
0.5280899,0.030280467,0.029315962,0.018900344,0.034439575,0.014285714
0.48314607,0.03698188,0.038157284,0.018041236,0.03819662,0.03214286
0.39325842,0.050632913,0.04141461,0.13144329,0.04571071,0.067857146
0.8988764,0.2310747,0.14704514,0.106529206,0.23293675,0.22142857
0.7752809,0.24571854,0.17961843,0.091065295,0.25046962,0.20595238
0.66292137,0.29684785,0.17868777,0.14003436,0.3018159,0.24047619
0.8764045,0.39066765,0.2219637,0.22766323,0.3719474,0.3547619
0.8988764,0.3169521,0.22149837,0.2525773,0.31559172,0.2
0.8426966,0.29784065,0.15588646,0.26975945,0.27489042,0.17023809
0.85393256,0.28145942,0.19311307,0.23969072,0.25046962,0.19761905
0.6966292,0.18788782,0.14146115,0.1563574,0.18033813,0.045238096
0.64044946,0.22089848,0.13820381,0.10223368,0.21477771,0.15119047
0.5168539,0.17398858,0.12889716,0.0781787,0.15842204,0.11785714
0.7977528,0.19384463,0.15774779,0.1056701,0.19160926,0.04404762
0.2247191,0.009431621,0.011633318,0.011168385,0.008766437,0.0
0.15730338,0.014892032,0.014890647,0.012027492,0.013149655,0.005952381
0.8651685,0.10002482,0.1265705,0.10309278,0.10895429,0.057142857
0.8651685,0.16455697,0.18892509,0.16580756,0.17031935,0.13809524
0.56179774,0.03574088,0.036761284,0.028350515,0.03694427,0.026190476
0.123595506,0.007942418,0.007910656,0.0034364262,0.0068879146,0.004761905
0.6853933,0.10325143,0.13308516,0.0927835,0.10018785,0.06428572
0.7977528,0.0920824,0.10749186,0.08419244,0.09079524,0.03809524
0.5955056,0.057334326,0.059097253,0.04725086,0.055103317,0.021428572
0.39325842,0.052122116,0.040949278,0.029209621,0.05259862,0.048809525
0.17977528,0.021345247,0.01209865,0.0068728523,0.02316844,0.014285714
0.66292137,0.15413254,0.11540251,0.116838485,0.17094553,0.086904764
0.6966292,0.0900968,0.07026524,0.04639175,0.0870382,0.10119048
0.8202247,0.1345247,0.100511864,0.067010306,0.13587977,0.12857144
0.9101124,0.33010674,0.18892509,0.119415805,0.35441452,0.23333333
0.8651685,0.2298337,0.13727315,0.122852236,0.23731998,0.19642857
0.9101124,0.29734427,0.17077711,0.098797254,0.32060114,0.19642857
0.9101124,0.2787292,0.1293625,0.11597938,0.29367563,0.17023809
0.76404494,0.1392405,0.08562122,0.079896905,0.14088917,0.08571429
0.11235955,0.0109208245,0.01209865,0.005154639,0.009392611,0.011904762
0.101123594,0.012906428,0.012563983,0.009450172,0.012523482,0.010714286
0.71910113,0.095805414,0.083294556,0.04209622,0.09204759,0.08095238
