#next line: numberOfColumns,numberOfRows,dataType
7,7755,dump
#
# used SQL: SELECT ID,PRICE,POWER,ACCELERATION,FUELCONSUMPTION,CO2EMISSION,TAXES FROM LANGNER.CARS2 WHERE (ID IS NOT NULL) AND (PRICE IS NOT NULL) AND (POWER IS NOT NULL) AND (ACCELERATION IS NOT NULL) AND (FUELCONSUMPTION IS NOT NULL) AND (CO2EMISSION IS NOT NULL) AND (TAXES IS NOT NULL)
#
33.0,0.9479801,0.17355372,0.6334661,0.7255814,0.686,0.66738665
34.0,0.942444,0.17355372,0.6334661,0.7255814,0.686,0.66738665
35.0,0.93843514,0.17355372,0.62151396,0.66976744,0.626,0.66738665
36.0,0.9348081,0.17355372,0.6334661,0.7255814,0.686,0.66738665
37.0,0.93079925,0.17355372,0.62151396,0.66976744,0.626,0.66738665
38.0,0.93060833,0.25619835,0.6693227,0.6325581,0.584,0.600432
39.0,0.92354506,0.25619835,0.6693227,0.6325581,0.584,0.600432
40.0,0.93461716,0.27107438,0.6772908,0.68372095,0.64199996,0.600432
41.0,0.92755395,0.27107438,0.6772908,0.68372095,0.64199996,0.600432
42.0,0.9302265,0.27107438,0.6693227,0.6651163,0.616,0.600432
43.0,0.9231633,0.27107438,0.6693227,0.6651163,0.616,0.600432
44.0,0.9504618,0.1570248,0.58565736,0.6372093,0.634,0.86933047
45.0,0.93948513,0.23140496,0.64541835,0.5674418,0.56,0.84017277
46.0,0.9372898,0.23140496,0.64541835,0.572093,0.56799996,0.84017277
47.0,0.9318492,0.23140496,0.64541835,0.5674418,0.56,0.84017277
48.0,0.9296538,0.23140496,0.64541835,0.572093,0.56799996,0.84017277
49.0,0.9302265,0.3553719,0.7131474,0.4837209,0.476,0.76673865
50.0,0.9231633,0.3553719,0.7131474,0.4837209,0.476,0.76673865
51.0,0.92583585,0.3553719,0.7131474,0.46511626,0.45599997,0.76673865
52.0,0.92182696,0.3553719,0.7091633,0.43255812,0.42400002,0.76673865
53.0,0.9187726,0.3553719,0.7131474,0.46511626,0.45599997,0.76673865
54.0,0.91476375,0.3553719,0.7091633,0.43255812,0.42400002,0.76673865
55.0,0.9493164,0.12396694,0.56573707,0.7209302,0.68200004,0.66738665
56.0,0.945403,0.17355372,0.62549806,0.7209302,0.68200004,0.66738665
57.0,0.9398669,0.17355372,0.62549806,0.7209302,0.68200004,0.66738665
58.0,0.935858,0.17355372,0.61354584,0.6651163,0.62,0.66738665
59.0,0.93223095,0.17355372,0.62549806,0.7209302,0.68200004,0.66738665
60.0,0.92822206,0.17355372,0.61354584,0.6651163,0.62,0.66738665
406.0,0.9261222,0.23966943,0.6693227,0.60930234,0.61,0.7958963
61.0,0.9280312,0.25619835,0.6573705,0.627907,0.58000004,0.600432
62.0,0.92096794,0.25619835,0.6573705,0.627907,0.58000004,0.600432
63.0,0.93204004,0.27107438,0.66533864,0.67906976,0.638,0.600432
64.0,0.9249768,0.27107438,0.66533864,0.67906976,0.638,0.600432
65.0,0.9276494,0.27107438,0.6573705,0.65581393,0.612,0.600432
66.0,0.9205861,0.27107438,0.6573705,0.65581393,0.612,0.600432
67.0,0.94597566,0.1983471,0.6533865,0.59534883,0.58599997,0.8542117
68.0,0.94511664,0.1983471,0.6533865,0.59534883,0.58599997,0.8542117
69.0,0.9431122,0.1983471,0.6533865,0.59534883,0.58599997,0.8542117
70.0,0.94015324,0.1983471,0.6533865,0.59534883,0.58599997,0.8542117
71.0,0.9381488,0.1983471,0.6533865,0.59534883,0.58599997,0.8542117
72.0,0.94282585,0.17355372,0.6334661,0.71162796,0.66999996,0.66738665
73.0,0.93795794,0.17355372,0.6334661,0.71162796,0.66999996,0.66738665
74.0,0.9427686,0.17355372,0.6334661,0.71162796,0.66999996,0.66738665
75.0,0.9390079,0.23140496,0.6573705,0.572093,0.564,0.84017277
76.0,0.9368125,0.23140496,0.6573705,0.5767442,0.572,0.84017277
77.0,0.9269812,0.3553719,0.7211155,0.4883721,0.48000002,0.76673865
78.0,0.92259055,0.3553719,0.72908366,0.46976745,0.45999998,0.76673865
79.0,0.9185817,0.3553719,0.7211155,0.4372093,0.42799997,0.76673865
80.0,0.92745847,0.25619835,0.6693227,0.6325581,0.584,0.600432
81.0,0.93146735,0.27272728,0.685259,0.68372095,0.64199996,0.600432
82.0,0.9355717,0.23140496,0.6494024,0.572093,0.564,0.84017277
83.0,0.9333764,0.23140496,0.6494024,0.5767442,0.572,0.84017277
84.0,0.9222088,0.3553719,0.7131474,0.4837209,0.476,0.76673865
85.0,0.9178181,0.3553719,0.7211155,0.46511626,0.45599997,0.76673865
86.0,0.91380924,0.3553719,0.7131474,0.43255812,0.42400002,0.76673865
87.0,0.9244041,0.25619835,0.6613546,0.6325581,0.584,0.600432
88.0,0.928413,0.27272728,0.6772908,0.68372095,0.64199996,0.600432
89.0,0.7877206,0.56198347,0.8007968,0.3023256,0.28399998,0.68682504
90.0,0.7789393,0.56198347,0.8007968,0.29767442,0.27999997,0.68682504
91.0,0.75374067,0.59504133,0.8007968,0.3023256,0.28399998,0.68682504
92.0,0.74495935,0.59504133,0.8007968,0.29767442,0.27999997,0.68682504
93.0,0.7667218,0.56198347,0.8007968,0.3023256,0.28399998,0.68682504
94.0,0.7579404,0.56198347,0.8007968,0.29767442,0.27999997,0.68682504
95.0,0.73274183,0.59504133,0.8007968,0.3023256,0.28399998,0.68682504
96.0,0.72396046,0.59504133,0.8007968,0.29767442,0.27999997,0.68682504
97.0,0.6880715,0.7123967,0.80478084,0.23255813,0.21200001,0.56263494
98.0,0.6792902,0.7123967,0.7968128,0.23255813,0.21200001,0.56263494
99.0,0.54184306,0.7801653,0.8286853,0.23720932,0.22399998,0.56263494
100.0,0.66163206,0.7123967,0.80478084,0.23255813,0.21200001,0.56263494
101.0,0.6528507,0.7123967,0.7968128,0.23255813,0.21200001,0.56263494
102.0,0.96115214,0.09421488,0.52988046,0.68372095,0.676,0.8833693
103.0,0.95781136,0.09421488,0.53386456,0.68837214,0.68200004,0.8833693
104.0,0.95800227,0.09421488,0.52988046,0.68372095,0.676,0.8833693
105.0,0.95466155,0.09421488,0.53386456,0.68837214,0.68200004,0.8833693
106.0,0.9577159,0.09421488,0.52988046,0.68372095,0.676,0.8833693
107.0,0.9543752,0.09421488,0.53386456,0.68837214,0.68200004,0.8833693
108.0,0.9592431,0.1322314,0.62549806,0.7255814,0.72,0.8984881
109.0,0.9559024,0.1322314,0.62948203,0.73953485,0.73399997,0.8984881
110.0,0.9560933,0.1322314,0.62549806,0.7255814,0.72,0.8984881
111.0,0.9527526,0.1322314,0.62948203,0.73953485,0.73399997,0.8984881
112.0,0.955807,0.1322314,0.62549806,0.7255814,0.72,0.8984881
113.0,0.95246625,0.1322314,0.62948203,0.73953485,0.73399997,0.8984881
114.0,0.95370704,0.19008264,0.69721115,0.68837214,0.68200004,0.86933047
115.0,0.9496982,0.19008264,0.70119524,0.69302326,0.694,0.86933047
116.0,0.94998455,0.19008264,0.689243,0.6511628,0.644,0.86933047
117.0,0.95055723,0.19008264,0.69721115,0.68837214,0.68200004,0.86933047
118.0,0.94673926,0.19008264,0.70119524,0.69302326,0.694,0.86933047
119.0,0.9468347,0.19008264,0.689243,0.6511628,0.644,0.86933047
120.0,0.9502709,0.19008264,0.69721115,0.68837214,0.68200004,0.86933047
121.0,0.94654834,0.19008264,0.70119524,0.69302326,0.694,0.86933047
122.0,0.94654834,0.19008264,0.689243,0.6511628,0.644,0.86933047
123.0,0.94903004,0.25619835,0.7211155,0.6651163,0.658,0.8542117
124.0,0.94588023,0.25619835,0.7211155,0.6651163,0.658,0.8542117
125.0,0.94206226,0.25619835,0.72908366,0.6651163,0.658,0.8542117
126.0,0.9383397,0.25619835,0.73705184,0.6511628,0.644,0.8542117
127.0,0.9455939,0.25619835,0.7211155,0.6651163,0.658,0.8542117
128.0,0.94187135,0.25619835,0.72908366,0.6651163,0.658,0.8542117
129.0,0.9381488,0.25619835,0.73705184,0.6511628,0.644,0.8542117
130.0,0.9326128,0.338843,0.75697213,0.56279075,0.552,0.76673865
131.0,0.9294629,0.36363637,0.7729084,0.60465115,0.602,0.8542117
132.0,0.9257404,0.36363637,0.7808765,0.6139535,0.61399996,0.8542117
133.0,0.9557115,0.09917355,0.5458168,0.7813954,0.752,0.6835853
134.0,0.95542514,0.09917355,0.5458168,0.7906977,0.76199996,0.6835853
135.0,0.95237076,0.09917355,0.55776894,0.74418604,0.712,0.6835853
136.0,0.9525617,0.09917355,0.5458168,0.7813954,0.752,0.6835853
137.0,0.94922096,0.09917355,0.55776894,0.74418604,0.712,0.6835853
138.0,0.95227534,0.09917355,0.5458168,0.7813954,0.752,0.6835853
139.0,0.9489346,0.09917355,0.55776894,0.74418604,0.712,0.6835853
140.0,0.9535162,0.1570248,0.62549806,0.7627907,0.732,0.66738665
141.0,0.9495073,0.1570248,0.64541835,0.74883723,0.714,0.66738665
142.0,0.9503663,0.1570248,0.62549806,0.7627907,0.732,0.66738665
144.0,0.95008,0.1570248,0.62549806,0.7627907,0.732,0.66738665
145.0,0.9463575,0.1570248,0.64541835,0.74883723,0.714,0.66738665
146.0,0.946262,0.20661157,0.689243,0.73953485,0.704,0.66738665
147.0,0.9431122,0.20661157,0.689243,0.73953485,0.704,0.66738665
148.0,0.94282585,0.20661157,0.689243,0.73953485,0.704,0.66738665
149.0,0.95943403,0.09421488,0.51792824,0.67906976,0.672,0.8833693
150.0,0.9560933,0.09421488,0.52191234,0.68837214,0.68200004,0.8833693
151.0,0.95628417,0.09421488,0.51792824,0.67906976,0.672,0.8833693
152.0,0.95294344,0.09421488,0.52191234,0.68837214,0.68200004,0.8833693
153.0,0.9559978,0.09421488,0.51792824,0.67906976,0.672,0.8833693
154.0,0.9526571,0.09421488,0.52191234,0.68837214,0.68200004,0.8833693
155.0,0.957525,0.1322314,0.61752987,0.7209302,0.714,0.8984881
156.0,0.9541843,0.1322314,0.62151396,0.73023254,0.726,0.8984881
157.0,0.9543752,0.1322314,0.61752987,0.7209302,0.714,0.8984881
158.0,0.9510345,0.1322314,0.62151396,0.73023254,0.726,0.8984881
159.0,0.95408887,0.1322314,0.61752987,0.7209302,0.714,0.8984881
160.0,0.95074815,0.1322314,0.62151396,0.73023254,0.726,0.8984881
161.0,0.951989,0.19008264,0.689243,0.68837214,0.68200004,0.86933047
403.0,0.93471265,0.20661157,0.6733068,0.6511628,0.652,0.8542117
162.0,0.9479801,0.19008264,0.6932271,0.68837214,0.684,0.86933047
163.0,0.94826645,0.19008264,0.6812749,0.6465117,0.64199996,0.86933047
1342.0,0.8540579,0.6479339,0.8286853,0.38139534,0.36799997,0.54859614
164.0,0.9488391,0.19008264,0.689243,0.68837214,0.68200004,0.86933047
165.0,0.94502115,0.19008264,0.6932271,0.68837214,0.684,0.86933047
166.0,0.94511664,0.19008264,0.6812749,0.6465117,0.64199996,0.86933047
167.0,0.9485528,0.19008264,0.689243,0.68837214,0.68200004,0.86933047
168.0,0.9448303,0.19008264,0.6932271,0.68837214,0.684,0.86933047
169.0,0.9448303,0.19008264,0.6812749,0.6465117,0.64199996,0.86933047
170.0,0.94731194,0.25619835,0.7171315,0.6651163,0.658,0.8542117
171.0,0.94416213,0.25619835,0.7171315,0.6651163,0.658,0.8542117
172.0,0.94034415,0.25619835,0.7211155,0.6651163,0.658,0.8542117
173.0,0.9366216,0.25619835,0.73306775,0.6465117,0.64,0.8542117
174.0,0.9438758,0.25619835,0.7171315,0.6651163,0.658,0.8542117
175.0,0.94015324,0.25619835,0.7211155,0.6651163,0.658,0.8542117
176.0,0.93643075,0.25619835,0.73306775,0.6465117,0.64,0.8542117
177.0,0.9308947,0.338843,0.75298804,0.56279075,0.552,0.76673865
178.0,0.92774487,0.36363637,0.7689243,0.60465115,0.598,0.8542117
179.0,0.9240223,0.36363637,0.7768924,0.60930234,0.61,0.8542117
180.0,0.95399344,0.09917355,0.53386456,0.7767442,0.746,0.6835853
181.0,0.95370704,0.09917355,0.53386456,0.7906977,0.76199996,0.6835853
182.0,0.95065266,0.09917355,0.5458168,0.74418604,0.712,0.6835853
183.0,0.9508436,0.09917355,0.53386456,0.7767442,0.746,0.6835853
184.0,0.94750285,0.09917355,0.5458168,0.74418604,0.712,0.6835853
185.0,0.95055723,0.09917355,0.53386456,0.7767442,0.746,0.6835853
404.0,0.93051285,0.20661157,0.6613546,0.6418605,0.64199996,0.8542117
186.0,0.9472165,0.09917355,0.5458168,0.74418604,0.712,0.6835853
187.0,0.9517981,0.1570248,0.61752987,0.7627907,0.732,0.66738665
188.0,0.9477892,0.1570248,0.6374502,0.74883723,0.714,0.66738665
189.0,0.9486483,0.1570248,0.61752987,0.7627907,0.732,0.66738665
190.0,0.9448303,0.1570248,0.6374502,0.74883723,0.714,0.66738665
191.0,0.9483619,0.1570248,0.61752987,0.7627907,0.732,0.66738665
192.0,0.9446394,0.1570248,0.6374502,0.74883723,0.714,0.66738665
193.0,0.9445439,0.20661157,0.685259,0.73953485,0.704,0.66738665
194.0,0.9413941,0.20661157,0.685259,0.73953485,0.704,0.66738665
195.0,0.94110775,0.20661157,0.685259,0.73953485,0.704,0.66738665
196.0,0.95237076,0.09421488,0.50199205,0.67441857,0.666,0.8833693
197.0,0.94903004,0.09421488,0.50199205,0.67441857,0.666,0.8833693
198.0,0.9444485,0.19008264,0.6693227,0.6604651,0.652,0.86933047
199.0,0.94053507,0.19008264,0.6812749,0.6465117,0.64,0.86933047
200.0,0.94110775,0.19008264,0.6693227,0.6604651,0.652,0.86933047
201.0,0.9374807,0.19008264,0.6812749,0.6465117,0.64,0.86933047
202.0,0.9398669,0.25619835,0.7051793,0.6465117,0.63600004,0.8542117
203.0,0.9365262,0.25619835,0.7051793,0.6465117,0.63600004,0.8542117
204.0,0.9328991,0.25619835,0.7091633,0.6465117,0.638,0.8542117
205.0,0.9466438,0.09917355,0.5099602,0.7627907,0.732,0.6835853
206.0,0.9433031,0.09917355,0.5099602,0.7627907,0.732,0.6835853
207.0,0.9429213,0.1570248,0.61354584,0.75348836,0.722,0.66738665
208.0,0.9390079,0.1570248,0.62549806,0.73953485,0.704,0.66738665
209.0,0.93958056,0.1570248,0.61354584,0.75348836,0.722,0.66738665
210.0,0.9359535,0.1570248,0.62549806,0.73953485,0.704,0.66738665
211.0,0.9433031,0.19008264,0.7131474,0.68837214,0.69,0.86933047
212.0,0.9368125,0.25619835,0.73705184,0.6418605,0.634,0.8542117
213.0,0.9327082,0.25619835,0.7450199,0.6418605,0.634,0.8542117
214.0,0.92822206,0.25619835,0.75298804,0.6418605,0.644,0.8542117
215.0,0.92115885,0.338843,0.76494026,0.52093023,0.50600004,0.76673865
216.0,0.91705453,0.338843,0.7729084,0.56279075,0.552,0.76673865
217.0,0.913332,0.37520662,0.78486055,0.6232558,0.624,0.8542117
218.0,0.90922767,0.37520662,0.7928287,0.6325581,0.63199997,0.8542117
219.0,0.93299454,0.20661157,0.70119524,0.75348836,0.722,0.66738665
220.0,0.9412032,0.19008264,0.7051793,0.67906976,0.68200004,0.86933047
221.0,0.9348081,0.25619835,0.73306775,0.6372093,0.628,0.8542117
222.0,0.93070376,0.25619835,0.7410358,0.6372093,0.628,0.8542117
223.0,0.9262177,0.25619835,0.7450199,0.6372093,0.638,0.8542117
224.0,0.9157182,0.338843,0.75697213,0.5162791,0.5,0.76673865
225.0,0.9116139,0.338843,0.76494026,0.55813956,0.546,0.76673865
226.0,0.9078914,0.37520662,0.7768924,0.6139535,0.61399996,0.8542117
227.0,0.903787,0.37520662,0.78486055,0.627907,0.626,0.8542117
228.0,0.9309901,0.20661157,0.6932271,0.74418604,0.712,0.66738665
229.0,0.9501754,0.12396694,0.5816733,0.66976744,0.662,0.86933047
230.0,0.9460711,0.12396694,0.5816733,0.6511628,0.646,0.86933047
231.0,0.94578475,0.12396694,0.5816733,0.66976744,0.662,0.86933047
232.0,0.94168043,0.12396694,0.5816733,0.6511628,0.646,0.86933047
233.0,0.94578475,0.12396694,0.5816733,0.66976744,0.662,0.86933047
234.0,0.94168043,0.12396694,0.5816733,0.6511628,0.646,0.86933047
235.0,0.94425756,0.19008264,0.6573705,0.66976744,0.672,0.86933047
236.0,0.94015324,0.19008264,0.6573705,0.6651163,0.652,0.86933047
237.0,0.9397715,0.19008264,0.6573705,0.6465117,0.648,0.86933047
238.0,0.94053507,0.19008264,0.6573705,0.66976744,0.672,0.86933047
239.0,0.93643075,0.19008264,0.6573705,0.6651163,0.652,0.86933047
240.0,0.9360489,0.19008264,0.6573705,0.6465117,0.648,0.86933047
241.0,0.94053507,0.19008264,0.6573705,0.66976744,0.672,0.86933047
242.0,0.93643075,0.19008264,0.6573705,0.6651163,0.652,0.86933047
243.0,0.9360489,0.19008264,0.6573705,0.6465117,0.648,0.86933047
244.0,0.9404396,0.2231405,0.685259,0.69302326,0.69200003,0.8542117
245.0,0.93633527,0.2231405,0.6733068,0.66976744,0.666,0.8542117
246.0,0.9367171,0.2231405,0.685259,0.69302326,0.69200003,0.8542117
247.0,0.9326128,0.2231405,0.6733068,0.66976744,0.666,0.8542117
248.0,0.9367171,0.2231405,0.685259,0.69302326,0.69200003,0.8542117
249.0,0.9326128,0.2231405,0.6733068,0.66976744,0.666,0.8542117
250.0,0.93528533,0.27438018,0.72509956,0.69302326,0.69200003,0.8542117
251.0,0.931181,0.27438018,0.72509956,0.66976744,0.666,0.8542117
252.0,0.93079925,0.27438018,0.73705184,0.65581393,0.656,0.8542117
253.0,0.9315628,0.27438018,0.72509956,0.69302326,0.69200003,0.8542117
254.0,0.92745847,0.27438018,0.72509956,0.66976744,0.666,0.8542117
255.0,0.9270767,0.27438018,0.73705184,0.65581393,0.656,0.8542117
256.0,0.9315628,0.27438018,0.72509956,0.69302326,0.69200003,0.8542117
257.0,0.92745847,0.27438018,0.72509956,0.66976744,0.666,0.8542117
258.0,0.9270767,0.27438018,0.73705184,0.65581393,0.656,0.8542117
259.0,0.9232587,0.36363637,0.75298804,0.61860466,0.612,0.76673865
260.0,0.9228769,0.36363637,0.75298804,0.5860465,0.574,0.76673865
261.0,0.9189635,0.36363637,0.7450199,0.5813954,0.57,0.76673865
262.0,0.920777,0.36363637,0.75298804,0.61860466,0.612,0.76673865
263.0,0.92039526,0.36363637,0.75298804,0.5860465,0.574,0.76673865
264.0,0.9164818,0.36363637,0.7450199,0.5813954,0.57,0.76673865
265.0,0.920777,0.36363637,0.75298804,0.61860466,0.612,0.76673865
266.0,0.92039526,0.36363637,0.75298804,0.5860465,0.574,0.76673865
267.0,0.9164818,0.36363637,0.7450199,0.5813954,0.57,0.76673865
268.0,0.90283257,0.47603306,0.7968128,0.5488372,0.55,0.78185743
269.0,0.8980601,0.47603306,0.7888446,0.56279075,0.56200004,0.78185743
270.0,0.94521207,0.12396694,0.5737052,0.7627907,0.732,0.66738665
271.0,0.9408214,0.12396694,0.5737052,0.7627907,0.732,0.66738665
272.0,0.9408214,0.12396694,0.5737052,0.7627907,0.732,0.66738665
273.0,0.9413941,0.16198348,0.62549806,0.75348836,0.722,0.66738665
274.0,0.9372898,0.16198348,0.62549806,0.7348837,0.702,0.66738665
275.0,0.936908,0.16198348,1.0,0.7255814,0.69,0.66738665
276.0,0.93767154,0.16198348,0.62549806,0.75348836,0.722,0.66738665
277.0,0.9335672,0.16198348,0.62549806,0.7348837,0.702,0.66738665
278.0,0.93318546,0.16198348,1.0,0.7255814,0.69,0.66738665
279.0,0.93767154,0.16198348,0.62549806,0.75348836,0.722,0.66738665
280.0,0.9335672,0.16198348,0.62549806,0.7348837,0.702,0.66738665
281.0,0.93318546,0.16198348,1.0,0.7255814,0.69,0.66738665
282.0,0.93795794,0.20661157,0.6693227,0.75348836,0.722,0.66738665
283.0,0.9334718,0.20661157,0.6693227,0.7255814,0.69,0.66738665
284.0,0.9342354,0.20661157,0.6693227,0.75348836,0.722,0.66738665
285.0,0.92974925,0.20661157,0.6693227,0.7255814,0.69,0.66738665
286.0,0.9342354,0.20661157,0.6693227,0.75348836,0.722,0.66738665
287.0,0.92974925,0.20661157,0.6693227,0.7255814,0.69,0.66738665
288.0,0.93299454,0.23966943,0.685259,0.7209302,0.68200004,0.550756
289.0,0.9288902,0.23966943,0.6932271,0.7023256,0.666,0.550756
290.0,0.93051285,0.23966943,0.685259,0.7209302,0.68200004,0.550756
291.0,0.9264085,0.23966943,0.6932271,0.7023256,0.666,0.550756
292.0,0.93051285,0.23966943,0.685259,0.7209302,0.68200004,0.550756
293.0,0.9264085,0.23966943,0.6932271,0.7023256,0.666,0.550756
294.0,0.92096794,0.32231405,0.75697213,0.69302326,0.65400004,0.5
295.0,0.91705453,0.32231405,0.75298804,0.67906976,0.63600004,0.5
296.0,0.91848624,0.32231405,0.75697213,0.69302326,0.65400004,0.5
297.0,0.91457283,0.32231405,0.75298804,0.67906976,0.63600004,0.5
298.0,0.91848624,0.32231405,0.75697213,0.69302326,0.65400004,0.5
299.0,0.91457283,0.32231405,0.75298804,0.67906976,0.63600004,0.5
300.0,0.9470256,0.12396694,1.0,0.6651163,0.662,0.86933047
301.0,0.9429213,0.12396694,1.0,0.6511628,0.652,0.86933047
302.0,0.94263494,0.12396694,1.0,0.6651163,0.662,0.86933047
303.0,0.9385306,0.12396694,1.0,0.6511628,0.652,0.86933047
304.0,0.94263494,0.12396694,1.0,0.6651163,0.662,0.86933047
305.0,0.9385306,0.12396694,1.0,0.6511628,0.652,0.86933047
306.0,0.94110775,0.19008264,0.64541835,0.6651163,0.662,0.86933047
307.0,0.93700343,0.19008264,0.64541835,0.6511628,0.652,0.86933047
308.0,0.9366216,0.19008264,0.64541835,0.6418605,0.64199996,0.86933047
309.0,0.9373852,0.19008264,0.64541835,0.6651163,0.662,0.86933047
310.0,0.9332809,0.19008264,0.64541835,0.6511628,0.652,0.86933047
311.0,0.9328991,0.19008264,0.64541835,0.6418605,0.64199996,0.86933047
312.0,0.9373852,0.19008264,0.64541835,0.6651163,0.662,0.86933047
313.0,0.9332809,0.19008264,0.64541835,0.6511628,0.652,0.86933047
461.0,0.7949748,0.6198347,0.81673306,0.32093024,0.302,0.69438446
314.0,0.9328991,0.19008264,0.64541835,0.6418605,0.64199996,0.86933047
315.0,0.9372898,0.2231405,0.6772908,0.68372095,0.68200004,0.8542117
316.0,0.93318546,0.2231405,0.6573705,0.6604651,0.656,0.8542117
317.0,0.9335672,0.2231405,0.6772908,0.68372095,0.68200004,0.8542117
318.0,0.9294629,0.2231405,0.6573705,0.6604651,0.656,0.8542117
319.0,0.9335672,0.2231405,0.6772908,0.68372095,0.68200004,0.8542117
320.0,0.9294629,0.2231405,0.6573705,0.6604651,0.656,0.8542117
321.0,0.9321355,0.27438018,0.7171315,0.68372095,0.68200004,0.8542117
322.0,0.9280312,0.27438018,0.7051793,0.6604651,0.656,0.8542117
323.0,0.9276494,0.27438018,0.73306775,0.6465117,0.648,0.8542117
324.0,0.928413,0.27438018,0.7171315,0.68372095,0.68200004,0.8542117
325.0,0.92430866,0.27438018,0.7051793,0.6604651,0.656,0.8542117
326.0,0.92392683,0.27438018,0.73306775,0.6465117,0.648,0.8542117
327.0,0.928413,0.27438018,0.7171315,0.68372095,0.68200004,0.8542117
328.0,0.92430866,0.27438018,0.7051793,0.6604651,0.656,0.8542117
329.0,0.92392683,0.27438018,0.73306775,0.6465117,0.648,0.8542117
330.0,0.9201089,0.36363637,0.73705184,0.60930234,0.602,0.76673865
331.0,0.9197271,0.36363637,0.73705184,0.5767442,0.56799996,0.76673865
332.0,0.9158137,0.36363637,0.7450199,0.572093,0.56200004,0.76673865
333.0,0.9176272,0.36363637,0.73705184,0.60930234,0.602,0.76673865
334.0,0.9172454,0.36363637,0.73705184,0.5767442,0.56799996,0.76673865
335.0,0.913332,0.36363637,0.7450199,0.572093,0.56200004,0.76673865
336.0,0.9176272,0.36363637,0.73705184,0.60930234,0.602,0.76673865
337.0,0.9172454,0.36363637,0.73705184,0.5767442,0.56799996,0.76673865
405.0,0.930322,0.23966943,0.6733068,0.61860466,0.61800003,0.7958963
338.0,0.913332,0.36363637,0.7450199,0.572093,0.56200004,0.76673865
339.0,0.8995873,0.47603306,0.7928287,0.5395349,0.542,0.78185743
340.0,0.8949103,0.47603306,0.78486055,0.5488372,0.552,0.78185743
341.0,0.94206226,0.12396694,0.55378485,0.75348836,0.72,0.66738665
342.0,0.93767154,0.12396694,0.55378485,0.75348836,0.72,0.66738665
343.0,0.93767154,0.12396694,0.55378485,0.75348836,0.72,0.66738665
344.0,0.9382443,0.16198348,0.61354584,0.74883723,0.714,0.66738665
345.0,0.93413997,0.16198348,0.61354584,0.7255814,0.69,0.66738665
346.0,0.93375814,0.16198348,1.0,0.71162796,0.676,0.66738665
347.0,0.9343308,0.16198348,0.61354584,0.74883723,0.714,0.66738665
348.0,0.9304174,0.16198348,0.61354584,0.7255814,0.69,0.66738665
