6,7755,dump
#
# used SQL: SELECT PRICE,POWER,ACCELERATION,FUELCONSUMPTION,CO2EMISSION,TAXES FROM LANGNER.CARS2 WHERE (PRICE IS NOT NULL) AND (POWER IS NOT NULL) AND (ACCELERATION IS NOT NULL) AND (FUELCONSUMPTION IS NOT NULL) AND (CO2EMISSION IS NOT NULL) AND (TAXES IS NOT NULL)
#
0.9479801,0.17355372,0.6334661,0.7255814,0.686,0.66738665
0.942444,0.17355372,0.6334661,0.7255814,0.686,0.66738665
0.93843514,0.17355372,0.62151396,0.66976744,0.626,0.66738665
0.9348081,0.17355372,0.6334661,0.7255814,0.686,0.66738665
0.93079925,0.17355372,0.62151396,0.66976744,0.626,0.66738665
0.93060833,0.25619835,0.6693227,0.6325581,0.584,0.600432
0.92354506,0.25619835,0.6693227,0.6325581,0.584,0.600432
0.93461716,0.27107438,0.6772908,0.68372095,0.64199996,0.600432
0.92755395,0.27107438,0.6772908,0.68372095,0.64199996,0.600432
0.9302265,0.27107438,0.6693227,0.6651163,0.616,0.600432
0.9231633,0.27107438,0.6693227,0.6651163,0.616,0.600432
0.9504618,0.1570248,0.58565736,0.6372093,0.634,0.86933047
0.93948513,0.23140496,0.64541835,0.5674418,0.56,0.84017277
0.9372898,0.23140496,0.64541835,0.572093,0.56799996,0.84017277
0.9318492,0.23140496,0.64541835,0.5674418,0.56,0.84017277
0.9296538,0.23140496,0.64541835,0.572093,0.56799996,0.84017277
0.9302265,0.3553719,0.7131474,0.4837209,0.476,0.76673865
0.9231633,0.3553719,0.7131474,0.4837209,0.476,0.76673865
0.92583585,0.3553719,0.7131474,0.46511626,0.45599997,0.76673865
0.92182696,0.3553719,0.7091633,0.43255812,0.42400002,0.76673865
0.9187726,0.3553719,0.7131474,0.46511626,0.45599997,0.76673865
0.91476375,0.3553719,0.7091633,0.43255812,0.42400002,0.76673865
0.9493164,0.12396694,0.56573707,0.7209302,0.68200004,0.66738665
0.945403,0.17355372,0.62549806,0.7209302,0.68200004,0.66738665
0.9398669,0.17355372,0.62549806,0.7209302,0.68200004,0.66738665
0.935858,0.17355372,0.61354584,0.6651163,0.62,0.66738665
0.93223095,0.17355372,0.62549806,0.7209302,0.68200004,0.66738665
0.92822206,0.17355372,0.61354584,0.6651163,0.62,0.66738665
0.9261222,0.23966943,0.6693227,0.60930234,0.61,0.7958963
0.9280312,0.25619835,0.6573705,0.627907,0.58000004,0.600432
0.92096794,0.25619835,0.6573705,0.627907,0.58000004,0.600432
0.93204004,0.27107438,0.66533864,0.67906976,0.638,0.600432
0.9249768,0.27107438,0.66533864,0.67906976,0.638,0.600432
0.9276494,0.27107438,0.6573705,0.65581393,0.612,0.600432
0.9205861,0.27107438,0.6573705,0.65581393,0.612,0.600432
0.94597566,0.1983471,0.6533865,0.59534883,0.58599997,0.8542117
0.94511664,0.1983471,0.6533865,0.59534883,0.58599997,0.8542117
0.9431122,0.1983471,0.6533865,0.59534883,0.58599997,0.8542117
0.94015324,0.1983471,0.6533865,0.59534883,0.58599997,0.8542117
0.9381488,0.1983471,0.6533865,0.59534883,0.58599997,0.8542117
0.94282585,0.17355372,0.6334661,0.71162796,0.66999996,0.66738665
0.93795794,0.17355372,0.6334661,0.71162796,0.66999996,0.66738665
0.9427686,0.17355372,0.6334661,0.71162796,0.66999996,0.66738665
0.9390079,0.23140496,0.6573705,0.572093,0.564,0.84017277
0.9368125,0.23140496,0.6573705,0.5767442,0.572,0.84017277
0.9269812,0.3553719,0.7211155,0.4883721,0.48000002,0.76673865
0.92259055,0.3553719,0.72908366,0.46976745,0.45999998,0.76673865
0.9185817,0.3553719,0.7211155,0.4372093,0.42799997,0.76673865
0.92745847,0.25619835,0.6693227,0.6325581,0.584,0.600432
0.93146735,0.27272728,0.685259,0.68372095,0.64199996,0.600432
0.9355717,0.23140496,0.6494024,0.572093,0.564,0.84017277
0.9333764,0.23140496,0.6494024,0.5767442,0.572,0.84017277
0.9222088,0.3553719,0.7131474,0.4837209,0.476,0.76673865
0.9178181,0.3553719,0.7211155,0.46511626,0.45599997,0.76673865
0.91380924,0.3553719,0.7131474,0.43255812,0.42400002,0.76673865
0.9244041,0.25619835,0.6613546,0.6325581,0.584,0.600432
0.928413,0.27272728,0.6772908,0.68372095,0.64199996,0.600432
0.7877206,0.56198347,0.8007968,0.3023256,0.28399998,0.68682504
0.7789393,0.56198347,0.8007968,0.29767442,0.27999997,0.68682504
0.75374067,0.59504133,0.8007968,0.3023256,0.28399998,0.68682504
0.74495935,0.59504133,0.8007968,0.29767442,0.27999997,0.68682504
0.7667218,0.56198347,0.8007968,0.3023256,0.28399998,0.68682504
0.7579404,0.56198347,0.8007968,0.29767442,0.27999997,0.68682504
0.73274183,0.59504133,0.8007968,0.3023256,0.28399998,0.68682504
0.72396046,0.59504133,0.8007968,0.29767442,0.27999997,0.68682504
0.6880715,0.7123967,0.80478084,0.23255813,0.21200001,0.56263494
0.6792902,0.7123967,0.7968128,0.23255813,0.21200001,0.56263494
0.54184306,0.7801653,0.8286853,0.23720932,0.22399998,0.56263494
0.66163206,0.7123967,0.80478084,0.23255813,0.21200001,0.56263494
0.6528507,0.7123967,0.7968128,0.23255813,0.21200001,0.56263494
0.96115214,0.09421488,0.52988046,0.68372095,0.676,0.8833693
0.95781136,0.09421488,0.53386456,0.68837214,0.68200004,0.8833693
0.95800227,0.09421488,0.52988046,0.68372095,0.676,0.8833693
0.95466155,0.09421488,0.53386456,0.68837214,0.68200004,0.8833693
0.9577159,0.09421488,0.52988046,0.68372095,0.676,0.8833693
0.9543752,0.09421488,0.53386456,0.68837214,0.68200004,0.8833693
0.9592431,0.1322314,0.62549806,0.7255814,0.72,0.8984881
0.9559024,0.1322314,0.62948203,0.73953485,0.73399997,0.8984881
0.9560933,0.1322314,0.62549806,0.7255814,0.72,0.8984881
0.9527526,0.1322314,0.62948203,0.73953485,0.73399997,0.8984881
0.955807,0.1322314,0.62549806,0.7255814,0.72,0.8984881
0.95246625,0.1322314,0.62948203,0.73953485,0.73399997,0.8984881
0.95370704,0.19008264,0.69721115,0.68837214,0.68200004,0.86933047
0.9496982,0.19008264,0.70119524,0.69302326,0.694,0.86933047
0.94998455,0.19008264,0.689243,0.6511628,0.644,0.86933047
0.95055723,0.19008264,0.69721115,0.68837214,0.68200004,0.86933047
0.94673926,0.19008264,0.70119524,0.69302326,0.694,0.86933047
0.9468347,0.19008264,0.689243,0.6511628,0.644,0.86933047
0.9502709,0.19008264,0.69721115,0.68837214,0.68200004,0.86933047
0.94654834,0.19008264,0.70119524,0.69302326,0.694,0.86933047
0.94654834,0.19008264,0.689243,0.6511628,0.644,0.86933047
0.94903004,0.25619835,0.7211155,0.6651163,0.658,0.8542117
0.94588023,0.25619835,0.7211155,0.6651163,0.658,0.8542117
0.94206226,0.25619835,0.72908366,0.6651163,0.658,0.8542117
0.9383397,0.25619835,0.73705184,0.6511628,0.644,0.8542117
0.9455939,0.25619835,0.7211155,0.6651163,0.658,0.8542117
0.94187135,0.25619835,0.72908366,0.6651163,0.658,0.8542117
0.9381488,0.25619835,0.73705184,0.6511628,0.644,0.8542117
0.9326128,0.338843,0.75697213,0.56279075,0.552,0.76673865
0.9294629,0.36363637,0.7729084,0.60465115,0.602,0.8542117
0.9257404,0.36363637,0.7808765,0.6139535,0.61399996,0.8542117
0.9557115,0.09917355,0.5458168,0.7813954,0.752,0.6835853
0.95542514,0.09917355,0.5458168,0.7906977,0.76199996,0.6835853
0.95237076,0.09917355,0.55776894,0.74418604,0.712,0.6835853
0.9525617,0.09917355,0.5458168,0.7813954,0.752,0.6835853
0.94922096,0.09917355,0.55776894,0.74418604,0.712,0.6835853
0.95227534,0.09917355,0.5458168,0.7813954,0.752,0.6835853
0.9489346,0.09917355,0.55776894,0.74418604,0.712,0.6835853
0.9535162,0.1570248,0.62549806,0.7627907,0.732,0.66738665
0.9495073,0.1570248,0.64541835,0.74883723,0.714,0.66738665
0.9503663,0.1570248,0.62549806,0.7627907,0.732,0.66738665
0.95008,0.1570248,0.62549806,0.7627907,0.732,0.66738665
0.9463575,0.1570248,0.64541835,0.74883723,0.714,0.66738665
0.946262,0.20661157,0.689243,0.73953485,0.704,0.66738665
0.9431122,0.20661157,0.689243,0.73953485,0.704,0.66738665
0.94282585,0.20661157,0.689243,0.73953485,0.704,0.66738665
0.95943403,0.09421488,0.51792824,0.67906976,0.672,0.8833693
0.9560933,0.09421488,0.52191234,0.68837214,0.68200004,0.8833693
0.95628417,0.09421488,0.51792824,0.67906976,0.672,0.8833693
0.95294344,0.09421488,0.52191234,0.68837214,0.68200004,0.8833693
0.9559978,0.09421488,0.51792824,0.67906976,0.672,0.8833693
0.9526571,0.09421488,0.52191234,0.68837214,0.68200004,0.8833693
0.957525,0.1322314,0.61752987,0.7209302,0.714,0.8984881
0.9541843,0.1322314,0.62151396,0.73023254,0.726,0.8984881
0.9543752,0.1322314,0.61752987,0.7209302,0.714,0.8984881
0.9510345,0.1322314,0.62151396,0.73023254,0.726,0.8984881
0.95408887,0.1322314,0.61752987,0.7209302,0.714,0.8984881
0.95074815,0.1322314,0.62151396,0.73023254,0.726,0.8984881
0.951989,0.19008264,0.689243,0.68837214,0.68200004,0.86933047
0.93471265,0.20661157,0.6733068,0.6511628,0.652,0.8542117
0.9479801,0.19008264,0.6932271,0.68837214,0.684,0.86933047
0.94826645,0.19008264,0.6812749,0.6465117,0.64199996,0.86933047
0.8540579,0.6479339,0.8286853,0.38139534,0.36799997,0.54859614
0.9488391,0.19008264,0.689243,0.68837214,0.68200004,0.86933047
0.94502115,0.19008264,0.6932271,0.68837214,0.684,0.86933047
0.94511664,0.19008264,0.6812749,0.6465117,0.64199996,0.86933047
0.9485528,0.19008264,0.689243,0.68837214,0.68200004,0.86933047
0.9448303,0.19008264,0.6932271,0.68837214,0.684,0.86933047
0.9448303,0.19008264,0.6812749,0.6465117,0.64199996,0.86933047
0.94731194,0.25619835,0.7171315,0.6651163,0.658,0.8542117
0.94416213,0.25619835,0.7171315,0.6651163,0.658,0.8542117
0.94034415,0.25619835,0.7211155,0.6651163,0.658,0.8542117
0.9366216,0.25619835,0.73306775,0.6465117,0.64,0.8542117
0.9438758,0.25619835,0.7171315,0.6651163,0.658,0.8542117
0.94015324,0.25619835,0.7211155,0.6651163,0.658,0.8542117
0.93643075,0.25619835,0.73306775,0.6465117,0.64,0.8542117
0.9308947,0.338843,0.75298804,0.56279075,0.552,0.76673865
0.92774487,0.36363637,0.7689243,0.60465115,0.598,0.8542117
0.9240223,0.36363637,0.7768924,0.60930234,0.61,0.8542117
0.95399344,0.09917355,0.53386456,0.7767442,0.746,0.6835853
0.95370704,0.09917355,0.53386456,0.7906977,0.76199996,0.6835853
0.95065266,0.09917355,0.5458168,0.74418604,0.712,0.6835853
0.9508436,0.09917355,0.53386456,0.7767442,0.746,0.6835853
0.94750285,0.09917355,0.5458168,0.74418604,0.712,0.6835853
0.95055723,0.09917355,0.53386456,0.7767442,0.746,0.6835853
0.93051285,0.20661157,0.6613546,0.6418605,0.64199996,0.8542117
0.9472165,0.09917355,0.5458168,0.74418604,0.712,0.6835853
0.9517981,0.1570248,0.61752987,0.7627907,0.732,0.66738665
0.9477892,0.1570248,0.6374502,0.74883723,0.714,0.66738665
0.9486483,0.1570248,0.61752987,0.7627907,0.732,0.66738665
0.9448303,0.1570248,0.6374502,0.74883723,0.714,0.66738665
0.9483619,0.1570248,0.61752987,0.7627907,0.732,0.66738665
0.9446394,0.1570248,0.6374502,0.74883723,0.714,0.66738665
0.9445439,0.20661157,0.685259,0.73953485,0.704,0.66738665
0.9413941,0.20661157,0.685259,0.73953485,0.704,0.66738665
0.94110775,0.20661157,0.685259,0.73953485,0.704,0.66738665
0.95237076,0.09421488,0.50199205,0.67441857,0.666,0.8833693
0.94903004,0.09421488,0.50199205,0.67441857,0.666,0.8833693
0.9444485,0.19008264,0.6693227,0.6604651,0.652,0.86933047
0.94053507,0.19008264,0.6812749,0.6465117,0.64,0.86933047
0.94110775,0.19008264,0.6693227,0.6604651,0.652,0.86933047
0.9374807,0.19008264,0.6812749,0.6465117,0.64,0.86933047
0.9398669,0.25619835,0.7051793,0.6465117,0.63600004,0.8542117
0.9365262,0.25619835,0.7051793,0.6465117,0.63600004,0.8542117
0.9328991,0.25619835,0.7091633,0.6465117,0.638,0.8542117
0.9466438,0.09917355,0.5099602,0.7627907,0.732,0.6835853
0.9433031,0.09917355,0.5099602,0.7627907,0.732,0.6835853
0.9429213,0.1570248,0.61354584,0.75348836,0.722,0.66738665
0.9390079,0.1570248,0.62549806,0.73953485,0.704,0.66738665
0.93958056,0.1570248,0.61354584,0.75348836,0.722,0.66738665
0.9359535,0.1570248,0.62549806,0.73953485,0.704,0.66738665
0.9433031,0.19008264,0.7131474,0.68837214,0.69,0.86933047
0.9368125,0.25619835,0.73705184,0.6418605,0.634,0.8542117
0.9327082,0.25619835,0.7450199,0.6418605,0.634,0.8542117
0.92822206,0.25619835,0.75298804,0.6418605,0.644,0.8542117
0.92115885,0.338843,0.76494026,0.52093023,0.50600004,0.76673865
0.91705453,0.338843,0.7729084,0.56279075,0.552,0.76673865
0.913332,0.37520662,0.78486055,0.6232558,0.624,0.8542117
0.90922767,0.37520662,0.7928287,0.6325581,0.63199997,0.8542117
0.93299454,0.20661157,0.70119524,0.75348836,0.722,0.66738665
0.9412032,0.19008264,0.7051793,0.67906976,0.68200004,0.86933047
0.9348081,0.25619835,0.73306775,0.6372093,0.628,0.8542117
0.93070376,0.25619835,0.7410358,0.6372093,0.628,0.8542117
0.9262177,0.25619835,0.7450199,0.6372093,0.638,0.8542117
0.9157182,0.338843,0.75697213,0.5162791,0.5,0.76673865
0.9116139,0.338843,0.76494026,0.55813956,0.546,0.76673865
0.9078914,0.37520662,0.7768924,0.6139535,0.61399996,0.8542117
0.903787,0.37520662,0.78486055,0.627907,0.626,0.8542117
0.9309901,0.20661157,0.6932271,0.74418604,0.712,0.66738665
0.9501754,0.12396694,0.5816733,0.66976744,0.662,0.86933047
0.9460711,0.12396694,0.5816733,0.6511628,0.646,0.86933047
0.94578475,0.12396694,0.5816733,0.66976744,0.662,0.86933047
0.94168043,0.12396694,0.5816733,0.6511628,0.646,0.86933047
0.94578475,0.12396694,0.5816733,0.66976744,0.662,0.86933047
0.94168043,0.12396694,0.5816733,0.6511628,0.646,0.86933047
0.94425756,0.19008264,0.6573705,0.66976744,0.672,0.86933047
0.94015324,0.19008264,0.6573705,0.6651163,0.652,0.86933047
0.9397715,0.19008264,0.6573705,0.6465117,0.648,0.86933047
0.94053507,0.19008264,0.6573705,0.66976744,0.672,0.86933047
0.93643075,0.19008264,0.6573705,0.6651163,0.652,0.86933047
0.9360489,0.19008264,0.6573705,0.6465117,0.648,0.86933047
0.94053507,0.19008264,0.6573705,0.66976744,0.672,0.86933047
0.93643075,0.19008264,0.6573705,0.6651163,0.652,0.86933047
0.9360489,0.19008264,0.6573705,0.6465117,0.648,0.86933047
0.9404396,0.2231405,0.685259,0.69302326,0.69200003,0.8542117
0.93633527,0.2231405,0.6733068,0.66976744,0.666,0.8542117
0.9367171,0.2231405,0.685259,0.69302326,0.69200003,0.8542117
0.9326128,0.2231405,0.6733068,0.66976744,0.666,0.8542117
0.9367171,0.2231405,0.685259,0.69302326,0.69200003,0.8542117
0.9326128,0.2231405,0.6733068,0.66976744,0.666,0.8542117
0.93528533,0.27438018,0.72509956,0.69302326,0.69200003,0.8542117
0.931181,0.27438018,0.72509956,0.66976744,0.666,0.8542117
0.93079925,0.27438018,0.73705184,0.65581393,0.656,0.8542117
0.9315628,0.27438018,0.72509956,0.69302326,0.69200003,0.8542117
0.92745847,0.27438018,0.72509956,0.66976744,0.666,0.8542117
0.9270767,0.27438018,0.73705184,0.65581393,0.656,0.8542117
0.9315628,0.27438018,0.72509956,0.69302326,0.69200003,0.8542117
0.92745847,0.27438018,0.72509956,0.66976744,0.666,0.8542117
0.9270767,0.27438018,0.73705184,0.65581393,0.656,0.8542117
0.9232587,0.36363637,0.75298804,0.61860466,0.612,0.76673865
0.9228769,0.36363637,0.75298804,0.5860465,0.574,0.76673865
0.9189635,0.36363637,0.7450199,0.5813954,0.57,0.76673865
0.920777,0.36363637,0.75298804,0.61860466,0.612,0.76673865
0.92039526,0.36363637,0.75298804,0.5860465,0.574,0.76673865
0.9164818,0.36363637,0.7450199,0.5813954,0.57,0.76673865
0.920777,0.36363637,0.75298804,0.61860466,0.612,0.76673865
0.92039526,0.36363637,0.75298804,0.5860465,0.574,0.76673865
0.9164818,0.36363637,0.7450199,0.5813954,0.57,0.76673865
0.90283257,0.47603306,0.7968128,0.5488372,0.55,0.78185743
0.8980601,0.47603306,0.7888446,0.56279075,0.56200004,0.78185743
0.94521207,0.12396694,0.5737052,0.7627907,0.732,0.66738665
0.9408214,0.12396694,0.5737052,0.7627907,0.732,0.66738665
0.9408214,0.12396694,0.5737052,0.7627907,0.732,0.66738665
0.9413941,0.16198348,0.62549806,0.75348836,0.722,0.66738665
0.9372898,0.16198348,0.62549806,0.7348837,0.702,0.66738665
0.936908,0.16198348,1.0,0.7255814,0.69,0.66738665
0.93767154,0.16198348,0.62549806,0.75348836,0.722,0.66738665
0.9335672,0.16198348,0.62549806,0.7348837,0.702,0.66738665
0.93318546,0.16198348,1.0,0.7255814,0.69,0.66738665
0.93767154,0.16198348,0.62549806,0.75348836,0.722,0.66738665
0.9335672,0.16198348,0.62549806,0.7348837,0.702,0.66738665
0.93318546,0.16198348,1.0,0.7255814,0.69,0.66738665
0.93795794,0.20661157,0.6693227,0.75348836,0.722,0.66738665
0.9334718,0.20661157,0.6693227,0.7255814,0.69,0.66738665
0.9342354,0.20661157,0.6693227,0.75348836,0.722,0.66738665
0.92974925,0.20661157,0.6693227,0.7255814,0.69,0.66738665
0.9342354,0.20661157,0.6693227,0.75348836,0.722,0.66738665
0.92974925,0.20661157,0.6693227,0.7255814,0.69,0.66738665
0.93299454,0.23966943,0.685259,0.7209302,0.68200004,0.550756
0.9288902,0.23966943,0.6932271,0.7023256,0.666,0.550756
0.93051285,0.23966943,0.685259,0.7209302,0.68200004,0.550756
0.9264085,0.23966943,0.6932271,0.7023256,0.666,0.550756
0.93051285,0.23966943,0.685259,0.7209302,0.68200004,0.550756
0.9264085,0.23966943,0.6932271,0.7023256,0.666,0.550756
0.92096794,0.32231405,0.75697213,0.69302326,0.65400004,0.5
0.91705453,0.32231405,0.75298804,0.67906976,0.63600004,0.5
0.91848624,0.32231405,0.75697213,0.69302326,0.65400004,0.5
0.91457283,0.32231405,0.75298804,0.67906976,0.63600004,0.5
0.91848624,0.32231405,0.75697213,0.69302326,0.65400004,0.5
0.91457283,0.32231405,0.75298804,0.67906976,0.63600004,0.5
0.9470256,0.12396694,1.0,0.6651163,0.662,0.86933047
0.9429213,0.12396694,1.0,0.6511628,0.652,0.86933047
0.94263494,0.12396694,1.0,0.6651163,0.662,0.86933047
0.9385306,0.12396694,1.0,0.6511628,0.652,0.86933047
0.94263494,0.12396694,1.0,0.6651163,0.662,0.86933047
0.9385306,0.12396694,1.0,0.6511628,0.652,0.86933047
0.94110775,0.19008264,0.64541835,0.6651163,0.662,0.86933047
0.93700343,0.19008264,0.64541835,0.6511628,0.652,0.86933047
0.9366216,0.19008264,0.64541835,0.6418605,0.64199996,0.86933047
0.9373852,0.19008264,0.64541835,0.6651163,0.662,0.86933047
0.9332809,0.19008264,0.64541835,0.6511628,0.652,0.86933047
0.9328991,0.19008264,0.64541835,0.6418605,0.64199996,0.86933047
0.9373852,0.19008264,0.64541835,0.6651163,0.662,0.86933047
0.9332809,0.19008264,0.64541835,0.6511628,0.652,0.86933047
0.7949748,0.6198347,0.81673306,0.32093024,0.302,0.69438446
0.9328991,0.19008264,0.64541835,0.6418605,0.64199996,0.86933047
0.9372898,0.2231405,0.6772908,0.68372095,0.68200004,0.8542117
0.93318546,0.2231405,0.6573705,0.6604651,0.656,0.8542117
0.9335672,0.2231405,0.6772908,0.68372095,0.68200004,0.8542117
0.9294629,0.2231405,0.6573705,0.6604651,0.656,0.8542117
0.9335672,0.2231405,0.6772908,0.68372095,0.68200004,0.8542117
0.9294629,0.2231405,0.6573705,0.6604651,0.656,0.8542117
0.9321355,0.27438018,0.7171315,0.68372095,0.68200004,0.8542117
0.9280312,0.27438018,0.7051793,0.6604651,0.656,0.8542117
0.9276494,0.27438018,0.73306775,0.6465117,0.648,0.8542117
0.928413,0.27438018,0.7171315,0.68372095,0.68200004,0.8542117
0.92430866,0.27438018,0.7051793,0.6604651,0.656,0.8542117
0.92392683,0.27438018,0.73306775,0.6465117,0.648,0.8542117
0.928413,0.27438018,0.7171315,0.68372095,0.68200004,0.8542117
0.92430866,0.27438018,0.7051793,0.6604651,0.656,0.8542117
0.92392683,0.27438018,0.73306775,0.6465117,0.648,0.8542117
0.9201089,0.36363637,0.73705184,0.60930234,0.602,0.76673865
0.9197271,0.36363637,0.73705184,0.5767442,0.56799996,0.76673865
0.9158137,0.36363637,0.7450199,0.572093,0.56200004,0.76673865
0.9176272,0.36363637,0.73705184,0.60930234,0.602,0.76673865
0.9172454,0.36363637,0.73705184,0.5767442,0.56799996,0.76673865
0.913332,0.36363637,0.7450199,0.572093,0.56200004,0.76673865
0.9176272,0.36363637,0.73705184,0.60930234,0.602,0.76673865
0.9172454,0.36363637,0.73705184,0.5767442,0.56799996,0.76673865
0.930322,0.23966943,0.6733068,0.61860466,0.61800003,0.7958963
0.913332,0.36363637,0.7450199,0.572093,0.56200004,0.76673865
0.8995873,0.47603306,0.7928287,0.5395349,0.542,0.78185743
0.8949103,0.47603306,0.78486055,0.5488372,0.552,0.78185743
0.94206226,0.12396694,0.55378485,0.75348836,0.72,0.66738665
0.93767154,0.12396694,0.55378485,0.75348836,0.72,0.66738665
0.93767154,0.12396694,0.55378485,0.75348836,0.72,0.66738665
0.9382443,0.16198348,0.61354584,0.74883723,0.714,0.66738665
0.93413997,0.16198348,0.61354584,0.7255814,0.69,0.66738665
0.93375814,0.16198348,1.0,0.71162796,0.676,0.66738665
0.9343308,0.16198348,0.61354584,0.74883723,0.714,0.66738665
0.9304174,0.16198348,0.61354584,0.7255814,0.69,0.66738665
0.9300356,0.16198348,1.0,0.71162796,0.676,0.66738665
0.9343308,0.16198348,0.61354584,0.74883723,0.714,0.66738665
0.9304174,0.16198348,0.61354584,0.7255814,0.69,0.66738665
0.9760422,0.07438017,0.49800795,0.75348836,0.75,0.91252697
0.9300356,0.16198348,1.0,0.71162796,0.676,0.66738665
0.9348081,0.20661157,0.6573705,0.73953485,0.702,0.66738665
0.930322,0.20661157,0.6573705,0.71162796,0.676,0.66738665
0.9310856,0.20661157,0.6573705,0.73953485,0.702,0.66738665
0.92659944,0.20661157,0.6573705,0.71162796,0.676,0.66738665
0.9310856,0.20661157,0.6573705,0.73953485,0.702,0.66738665
0.92659944,0.20661157,0.6573705,0.71162796,0.676,0.66738665
0.92984474,0.23966943,0.6693227,0.71162796,0.672,0.550756
0.9257404,0.23966943,0.685259,0.6976744,0.662,0.550756
0.92736304,0.23966943,0.6693227,0.71162796,0.672,0.550756
0.9232587,0.23966943,0.685259,0.6976744,0.662,0.550756
0.92736304,0.23966943,0.6693227,0.71162796,0.672,0.550756
0.9223042,0.21818182,0.6613546,0.75348836,0.72,0.66738665
0.9232587,0.23966943,0.685259,0.6976744,0.662,0.550756
0.9178181,0.32231405,0.749004,0.68372095,0.648,0.5
0.91390467,0.32231405,0.749004,0.6651163,0.628,0.5
0.91533643,0.32231405,0.749004,0.68372095,0.648,0.5
0.91142297,0.32231405,0.749004,0.6651163,0.628,0.5
0.91533643,0.32231405,0.749004,0.68372095,0.648,0.5
0.91142297,0.32231405,0.749004,0.6651163,0.628,0.5
0.9327082,0.19504133,0.62549806,0.6139535,0.606,0.86933047
0.9286039,0.19504133,0.62948203,0.60465115,0.592,0.86933047
0.92583585,0.25619835,0.685259,0.627907,0.62,0.8542117
0.92173153,0.25619835,0.6772908,0.6139535,0.606,0.8542117
0.9135229,0.34710744,0.7131474,0.5534884,0.544,0.76673865
0.9131411,0.34710744,0.72908366,0.4883721,0.476,0.76673865
0.90922767,0.34710744,0.7051793,0.4837209,0.482,0.76673865
0.8767749,0.49421486,0.76494026,0.35813951,0.338,0.69438446
0.87209785,0.49421486,0.75298804,0.41395348,0.39600003,0.69438446
0.83764064,0.6198347,0.80478084,0.3534884,0.33200002,0.69438446
0.92994016,0.1570248,0.58565736,0.7023256,0.656,0.66738665
0.92583585,0.1570248,0.57768923,0.6976744,0.65,0.66738665
0.9185817,0.2231405,0.6414343,0.66976744,0.628,0.550756
0.9136183,0.3107438,0.7091633,0.6325581,0.582,0.5
0.9097049,0.3107438,0.689243,0.60930234,0.554,0.5
0.93547624,0.2231405,0.689243,0.69302326,0.69200003,0.8542117
0.9313719,0.2231405,0.6772908,0.66976744,0.666,0.8542117
0.9278403,0.27438018,0.72509956,0.69302326,0.69200003,0.8542117
0.923736,0.27438018,0.72509956,0.66976744,0.666,0.8542117
0.92335415,0.27438018,0.7410358,0.65581393,0.656,0.8542117
0.91924983,0.27438018,1.0,0.65581393,0.656,0.8542117
